Username,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Followers Count,Connections
shai,0.01601067378252168,1.3702606708535896e-08,0.5020093770931011,0.04112591910068223,0,24
roshtein,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
richforever,0.00400266844563042,6.361924543248809e-08,0.5005008347245409,0.012896820076389485,0,6
paolo5,0.0066711140760507,0.0,0.500835282325426,0.022965876654823983,0,10
k1ngkyrg1os,0.00400266844563042,0.0,0.5005008347245409,0.01702426622300438,0,6
notmrblue,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
thereal_calicoe,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
ka3_popdances,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
hunxho,0.0066711140760507,1.2332346037682307e-07,0.500835282325426,0.017230447542857526,0,10
sarah_delangel,0.00400266844563042,0.0,0.5005008347245409,0.016593318636163534,5,6
animalsinclips,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
theedannib,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
artdealer.74,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
cindyyjo,0.00266844563042028,0.0,0.5003337783711616,0.013031613783083394,0,4
derrickmilano,0.01467645096731154,4.105085460846144e-07,0.501841312353532,0.030659708097294975,0,22
gracieunited,0.00533689126084056,0.0,0.5006680026720107,0.018035637170775852,0,8
skinnybets,0.00266844563042028,0.0,0.5003337783711616,0.012512089449412293,0,4
lexiwood,0.00266844563042028,0.0,0.5003337783711616,0.0131199478412606,0,4
fettylucianogs9,0.00400266844563042,2.6989982910752522e-08,0.5005008347245409,0.014430888351145988,0,6
juelzpointofview,0.01200800533689126,0.0,0.5015055202408832,0.03140282391569057,0,18
homesbyleaz,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
ro.lexx,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
thatmexicanot,0.00533689126084056,5.769518614120377e-08,0.5006680026720107,0.01761774018573018,0,8
snipacv,0.00266844563042028,0.0,0.5003337783711616,0.014105544839717333,0,4
6fcinco,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
archdigest,0.00400266844563042,0.0,0.5005008347245409,0.015080961571963734,0,6
flash_garrett,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
gigi_restaurant,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
hushergram,0.12808539026017343,0.0009981099250127587,0.516540317022743,0.10171179651767463,23,192
paigeuncaged,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
juliamonteir00,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
keep6iixsolid,0.00533689126084056,0.0,0.5006680026720107,0.017158375607602548,0,8
jujubballin,0.0066711140760507,6.298778890214081e-08,0.500835282325426,0.019960793789628204,0,10
asapnast,0.01200800533689126,2.0139528933349556e-07,0.5015055202408832,0.028345673316000953,0,18
_teeewill,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
younggattas,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
haus.of.drake,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
muchotv,0.00266844563042028,0.0,0.5003337783711616,0.012173684624961411,0,4
labrinth,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
joewauto,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
futureofboxing,0.00800533689126084,0.0,0.5010026737967914,0.02477490967434053,0,12
marwahalina,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
shadlew_,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
svevaalviti,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
gsgetlonelytoo,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
chelsctt,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
htxtacticaltv,0.00266844563042028,0.0,0.5003337783711616,0.011387142026983621,0,4
scarrfaye,0.00266844563042028,0.0,0.5003337783711616,0.011387142026983621,0,4
cassandraholmes,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
kathrynkenealy,0.00266844563042028,0.0,0.5003337783711616,0.011628563638649128,0,4
isojoe,0.00533689126084056,0.0,0.5006680026720107,0.019958578524706682,0,8
bstarr713,0.00533689126084056,3.425651677133974e-08,0.5006680026720107,0.01704684004567515,0,8
toronto_papi_,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
jetsonmade,0.00533689126084056,0.0,0.5006680026720107,0.01766616993868507,0,8
cashcobain_2x,0.01734489659773182,3.144402593870094e-07,0.5021775544388609,0.039739718137648886,0,26
jyunaundomiel,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
teezotouchdown,0.0133422281521014,4.538114074270853e-07,0.5016733601070951,0.03097127361947773,0,20
refikanadol,0.00266844563042028,0.0,0.5003337783711616,0.012717282293246113,0,4
prrincessa,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
thechesfitway,0.00533689126084056,0.0,0.5006680026720107,0.019778638496370484,0,8
chiraq_rares,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
enriqueiglesias,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
ghettokids_tfug,0.0066711140760507,6.392364373599282e-08,0.500835282325426,0.01923235595257357,0,10
sierracanyonboysbasketball,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
fdmmiami,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
ceotrayle_,0.00400266844563042,0.0,0.5005008347245409,0.014440849087757987,0,6
improvebball,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
lizz_x_o,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
helmetmake,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
closedprayer,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
luxury_listings,0.00266844563042028,0.0,0.5003337783711616,0.012943037036253137,0,4
andreabolley6mom,0.00533689126084056,3.7111226502284714e-08,0.5006680026720107,0.017771416453719657,5,8
k_showtime,0.00933955970647098,0.0,0.5011701771982614,0.026430305967692008,0,14
m1llionz,0.0066711140760507,0.0,0.500835282325426,0.020851622800751767,0,10
remedyplace,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
clemsonfb,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
thekinghandles,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
franticframes,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
kencarson,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
eb_coleman,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
anuel,0.01067378252168112,5.264725874901593e-07,0.5013377926421405,0.023727411811481747,0,16
everyonelovestanya,0.00266844563042028,0.0,0.5003337783711616,0.012727243029858112,0,4
th0masi,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
jesisrahh,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
cl_awr,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
rampa_keinemusik,0.00800533689126084,1.9792654134551848e-08,0.5010026737967914,0.021048179395684832,0,12
yourthickpersiangf,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
amari,0.00933955970647098,0.0,0.5011701771982614,0.028365608870349227,0,14
__miks,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
kyle,0.00933955970647098,1.3702606708535896e-08,0.5011701771982614,0.02855550963529743,0,14
anita_namrood,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
dnice,0.00533689126084056,5.937796240365555e-08,0.5006680026720107,0.015252862146392876,0,8
uzumakijas,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
exoticbeauty_company,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
901diamond_doll,0.00266844563042028,0.0,0.5003337783711616,0.0115408182949731,0,4
shawndesman,0.00400266844563042,0.0,0.5005008347245409,0.016808472216609353,0,6
ryanthemindtv,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
tatiananunn,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
our40foundation,0.00933955970647098,3.8724758089340575e-08,0.5011701771982614,0.023584604045639227,0,14
pants4.0,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
youngguru763,0.0066711140760507,2.7833419876713537e-08,0.500835282325426,0.01954753851061324,0,10
dr.bushhhman,0.00933955970647098,0.0,0.5011701771982614,0.026430305967692008,0,14
youfcknwishhh,0.00533689126084056,0.0,0.5006680026720107,0.016797047997122356,0,8
chunkz,0.00533689126084056,0.0,0.5006680026720107,0.017858979733845565,0,8
directedbyrj,0.00400266844563042,0.0,0.5005008347245409,0.015622047481724338,0,6
stonelovemusic,0.00533689126084056,0.0,0.5006680026720107,0.01839037594989926,0,8
shelomisanders,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
bloodydior,0.00533689126084056,0.0,0.5006680026720107,0.01851584185843264,0,8
cooprcjh,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
alphonsodavies,0.00800533689126084,5.8420253332628833e-08,0.5010026737967914,0.024560958292252206,0,12
icheesur,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
braidseyeview,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
adinross,0.00800533689126084,5.937796240365555e-08,0.5010026737967914,0.020361848668787406,0,12
daddyyankee,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
philivey,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
joeyb_9,0.00400266844563042,0.0,0.5005008347245409,0.01595033516637044,0,6
drtwrk,0.00800533689126084,0.0,0.5010026737967914,0.02324195646259122,0,12
polowdadon,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
louishols,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
ice_and_liquor,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
darius_garland,0.0066711140760507,0.0,0.500835282325426,0.022965876654823983,0,10
theovon,0.00266844563042028,0.0,0.5003337783711616,0.0131199478412606,0,4
el_moraddd,0.00400266844563042,0.0,0.5005008347245409,0.014321348215379023,0,6
robwitdashifts,0.00533689126084056,0.0,0.5006680026720107,0.018884647468072745,0,8
nebzilla,0.00266844563042028,0.0,0.5003337783711616,0.012958627954668398,0,4
danigschulz,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
calebpressley,0.00533689126084056,0.0,0.5006680026720107,0.017090153193691168,0,8
mdmotivator,0.00400266844563042,0.0,0.5005008347245409,0.016830930556706557,0,6
laura.andreq,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
phillipcasanova,0.00266844563042028,0.0,0.5003337783711616,0.012763097007916937,0,4
getbenny,0.0133422281521014,8.114139145492115e-08,0.5016733601070951,0.03504831499247498,0,20
hasbulla_,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
govi,0.00533689126084056,8.42019424841754e-08,0.5006680026720107,0.015820655288537936,0,8
kelvinmomo_,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
nxxnyo,0.00800533689126084,0.0,0.5010026737967914,0.02333856818047772,0,12
mrwashtheartist,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
sukihanagoat,0.00533689126084056,7.752122869366141e-08,0.5006680026720107,0.013823155436280155,0,8
drinkonda,0.00266844563042028,0.0,0.5003337783711616,0.012512089449412293,0,4
alpinestars,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
missymisdemeanorelliott,0.00400266844563042,0.0,0.5005008347245409,0.016469224118434957,0,6
samlev00,0.00266844563042028,0.0,0.5003337783711616,0.0131199478412606,0,4
ovodracula,0.0200133422281521,1.3702606708535896e-08,0.5025142474019444,0.04639460845339803,18,30
loudyluna,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
biancaandreescu_,0.00400266844563042,0.0,0.5005008347245409,0.016808472216609353,0,6
jaygup,0.00533689126084056,0.0,0.5006680026720107,0.02004715527153694,0,8
saycheesedigital,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
gracekinstlerofficial,0.00266844563042028,0.0,0.5003337783711616,0.012943037036253137,0,4
dionne.osborne,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
preciousleexoxo,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
bitchyeo,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
polskihussar,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
platinumcardbreaks,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
ovrkast,0.00400266844563042,0.0,0.5005008347245409,0.015072823334573606,0,6
markmcmorris,0.00400266844563042,0.0,0.5005008347245409,0.01720117702801184,0,6
jazminesullivan,0.00800533689126084,2.873127213080107e-08,0.5010026737967914,0.022582811074926924,0,12
styleofdrake,0.00400266844563042,0.0,0.5005008347245409,0.015205056089692312,0,6
adaliamckenzie05,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
yourbb143,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
rumnitty2343,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
historytoronto,0.00533689126084056,0.0,0.5006680026720107,0.01787249889266159,0,8
jumar_walrond,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
johnson_tsang_artist,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
popsmoke_daily,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
icespice,0.07738492328218811,0.0003954564689572581,0.5098639455782313,0.05538418431849825,19,116
mekayla.singing,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
anyciaaaaaa,0.01067378252168112,1.8885490820051556e-07,0.5013377926421405,0.026036945664110564,0,16
rvssian,0.00800533689126084,5.770272208505711e-08,0.5010026737967914,0.022902353553203355,0,12
kabelomotha_,0.00266844563042028,0.0,0.5003337783711616,0.012717282293246113,0,4
danieldvsn,0.03869246164109406,3.0069587827153838e-05,0.5048837992590097,0.05721173640158876,20,58
danie.sierra,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
cjkoloko,0.00266844563042028,0.0,0.5003337783711616,0.014105544839717333,0,4
foun.tain,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
pennylaneisthename,0.00266844563042028,0.0,0.5003337783711616,0.0131199478412606,0,4
dominicfike,0.00533689126084056,0.0,0.5006680026720107,0.016654390279595723,0,8
ceoralphamaro,0.0066711140760507,0.0,0.500835282325426,0.021640168802900938,0,10
shotwithpleasure,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
paulined13,0.00266844563042028,0.0,0.5003337783711616,0.012958627954668398,0,4
madlib,0.00400266844563042,0.0,0.5005008347245409,0.01563600367653316,0,6
meals_by_cug,0.00266844563042028,0.0,0.5003337783711616,0.0131199478412606,0,4
niko,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
strawberryjam1986,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
wallo267,0.0066711140760507,1.2335971065912077e-07,0.500835282325426,0.02069595567456069,0,10
sound42,0.02535023348899266,5.244967440707042e-07,0.5031889895938234,0.05173428011342014,0,38
tigerwoods,0.0066711140760507,0.0,0.500835282325426,0.022697359879657528,0,10
officialmidnitereggaeband,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
shadmoss,0.00533689126084056,0.0,0.5006680026720107,0.018540768865011385,0,8
quakematthews,0.00266844563042028,0.0,0.5003337783711616,0.013031613783083394,0,4
k_nisimoto_,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
whereisstarrah,0.00933955970647098,5.937796240365555e-08,0.5011701771982614,0.02379773248595734,0,14
foosgonewild,0.00266844563042028,0.0,0.5003337783711616,0.011387142026983621,0,4
42_dugggg,0.00933955970647098,3.1132195565805514e-07,0.5011701771982614,0.022571939049856226,0,14
17duvy,0.01067378252168112,6.171902902172082e-08,0.5013377926421405,0.02834211793649054,0,16
staysolidrocky,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
amira_nesrine_ihaddaden,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,1,2
cassyathena,0.00400266844563042,0.0,0.5005008347245409,0.017112842969834636,0,6
usher,0.00800533689126084,3.1291243679386735e-07,0.5010026737967914,0.021705126707187022,0,12
marthafreud,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
chryseis.gl,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
entheosofficial,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
bigflo,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
uncle.sink,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
kianakonders,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
melo,0.0066711140760507,0.0,0.500835282325426,0.02251933814956788,0,10
tayrussell,0.00400266844563042,0.0,0.5005008347245409,0.014014130290103927,0,6
justintimberlake,0.00800533689126084,2.7833419876713537e-08,0.5010026737967914,0.02089595764141397,0,12
revolve,0.00266844563042028,0.0,0.5003337783711616,0.011737921710865969,0,4
morganwallen,0.00400266844563042,0.0,0.5005008347245409,0.015926381220152584,0,6
lonneytoons__,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
moe_k2,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
aangelinaaa___,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
longfellow_michael,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
wizzhavinnn,0.00266844563042028,0.0,0.5003337783711616,0.010993077727630387,0,4
danawhite,0.00266844563042028,0.0,0.5003337783711616,0.012943037036253137,0,4
badgalrachhh,0.00266844563042028,0.0,0.5003337783711616,0.012958627954668398,0,4
tyresemaxey,0.00266844563042028,0.0,0.5003337783711616,0.014105544839717333,0,4
moodymann313,0.00266844563042028,0.0,0.5003337783711616,0.012717282293246113,0,4
liviapiccirillo,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
maluma,0.00266844563042028,0.0,0.5003337783711616,0.012387994931683716,0,4
jeniffer_tarazona,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
satisdose,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
hannah.hidalgo3,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
scar.babyyyyy,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
theufcbaddy,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
simi_cruise,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
atlanticmastoronto,0.0066711140760507,0.0,0.500835282325426,0.02225301665485506,0,10
officehoursrun,0.00800533689126084,3.298775689091975e-08,0.5010026737967914,0.023541888179950364,0,12
anicejewishgirl,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
mj.sable,0.00266844563042028,0.0,0.5003337783711616,0.012958627954668398,0,4
izaaktheo,0.00266844563042028,0.0,0.5003337783711616,0.011526356493657726,0,4
clubgodzilla,0.00400266844563042,9.896327067275924e-08,0.5005008347245409,0.012355904101647913,0,6
drakeotheruler,0.0066711140760507,2.873127213080107e-08,0.500835282325426,0.02024736772878337,0,10
wolfofwallst,0.00400266844563042,0.0,0.5005008347245409,0.01702426622300438,0,6
salmahayek,0.00533689126084056,0.0,0.5006680026720107,0.015352585462321404,0,8
laurielynnstark,0.01067378252168112,6.027762850068064e-08,0.5013377926421405,0.02833090528605152,0,16
whyteguy22,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
realdtg,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
jonasbrwood,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
lilmeechbmf,0.0066711140760507,1.3702606708535896e-08,0.500835282325426,0.021587574844964767,0,10
wise_beats,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
junktramp,0.00266844563042028,0.0,0.5003337783711616,0.011387142026983621,0,4
moneybaggyo,0.0066711140760507,1.8926725516165202e-07,0.500835282325426,0.018232266465334875,0,10
_jamaaad,0.00266844563042028,0.0,0.5003337783711616,0.014105544839717333,0,4
austonmatthews,0.00400266844563042,0.0,0.5005008347245409,0.01702426622300438,0,6
kylierubin,0.00400266844563042,0.0,0.5005008347245409,0.01720117702801184,0,6
najeen.michelle,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
ravikshelton,0.0133422281521014,0.0,0.5016733601070951,0.03331691445071922,0,20
ronaldacunajr13,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
postmalone,0.0133422281521014,6.499008364134964e-07,0.5016733601070951,0.029065607648693027,0,20
jackielong,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
nwoodschool,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
becurvyy,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
izzyjeweler,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
kelvharrjr,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
hypehev,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
amaarae,0.00800533689126084,1.4287822203379614e-07,0.5010026737967914,0.019538214987338053,0,12
dutchessofink,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
sasharobinson_,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
nocta_fits,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
hypewilliams,0.00800533689126084,2.5212068687211805e-07,0.5010026737967914,0.02113063002933875,0,12
andycurnew.mba,0.00266844563042028,0.0,0.5003337783711616,0.012958627954668398,0,4
jacobelordi,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
ahsiajanae,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
angnits,0.00533689126084056,0.0,0.5006680026720107,0.017809882427768826,0,8
dominiquelaraine,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
swaggypondiisland,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
shipskylark,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
sukiibaby,0.0066711140760507,1.6785693217956472e-07,0.500835282325426,0.01717615603398992,0,10
noahsarktci,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
ogronc,0.08539026017344896,0.0005430872022255569,0.510906612133606,0.06760520992793477,11,128
itsalgee,0.00266844563042028,0.0,0.5003337783711616,0.011526356493657726,0,4
wnba,0.00266844563042028,0.0,0.5003337783711616,0.012943037036253137,0,4
squills,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
davinchi,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
officialcaspertng,0.00800533689126084,0.0,0.5010026737967914,0.023942532171245805,0,12
mercbenzking,0.00266844563042028,0.0,0.5003337783711616,0.012717282293246113,0,4
hikristofferson,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
ricohinesbball,0.00533689126084056,0.0,0.5006680026720107,0.019958578524706682,0,8
sweeternav,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
richieakiva,0.00933955970647098,4.687733873972806e-08,0.5011701771982614,0.026382695880728783,0,14
kayla_grey,0.01200800533689126,0.0,0.5015055202408832,0.03045983438870789,0,18
karolg,0.00800533689126084,1.8390561236400947e-07,0.5010026737967914,0.018849975428954068,0,12
hiphopcanada,0.00266844563042028,0.0,0.5003337783711616,0.012763097007916937,0,4
naomisharon,0.09873248832555036,0.0006530705175263959,0.5126538987688098,0.07958120672630088,23,148
dj_quantum_,0.00266844563042028,0.0,0.5003337783711616,0.012021283599194302,0,4
teomarcella,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
sidhu_moosewala,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
westsidegunn,0.00533689126084056,2.343866936986403e-08,0.5006680026720107,0.017534005800917053,0,8
sarahkatesilverman,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
dijonai__,0.00266844563042028,0.0,0.5003337783711616,0.012943037036253137,0,4
rudy.posteraro,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
nuderobot,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
kristen.mastro,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
strawberrybrand,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
shaniceforster,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
eyesofsallmmaa,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
nineteen85_,0.1601067378252168,0.001646267309406803,0.5208478109798471,0.11725298642828276,29,240
jackharlow,0.02401601067378252,1.2945120598704162e-06,0.5030201342281879,0.049575585281183526,0,36
ratedmodernart,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
sternshow,0.00133422281521014,0.0,0.5001668335001669,0.010024315652966093,0,2
